,longitude,latitude,total_rooms,total_bedrooms,population,households,median_income,median_house_value,housing_mdian_age
2140,-118.36,34.03,2323.0,661.0,1847.0,614.0,1.8316,113500.0,40.0
2141,-121.89,37.99,2171.0,597.0,928.0,461.0,4.1016,170500.0,4.0
2142,-121.98,37.33,3223.0,612.0,1529.0,602.0,5.121,287600.0,25.0
2143,-118.47,34.25,1732.0,399.0,1120.0,401.0,4.1492,195700.0,34.0
2144,-117.26,32.99,2127.0,512.0,1532.0,499.0,2.7348,231300.0,16.0
2145,-118.09,34.07,726.0,146.0,568.0,160.0,3.0347,183200.0,45.0
2146,-118.45,37.25,1468.0,283.0,721.0,270.0,3.0817,118800.0,20.0
2147,-117.78,33.54,1421.0,462.0,520.0,339.0,2.2969,450000.0,29.0
2148,-117.46,33.9,9738.0,2130.0,4936.0,1840.0,3.3187,144800.0,10.0
2149,-121.85,39.74,1139.0,265.0,623.0,264.0,2.2833,85800.0,39.0
2150,-117.29,34.11,1498.0,448.0,1586.0,455.0,1.1687,70800.0,48.0
2151,-121.2,37.79,866.0,160.0,502.0,149.0,2.4798,101500.0,36.0
2152,-118.43,33.96,1901.0,270.0,704.0,254.0,8.7819,500001.0,20.0
2153,-122.11,37.4,255.0,63.0,138.0,74.0,4.6591,175000.0,15.0
2154,-119.06,36.08,2554.0,443.0,1301.0,419.0,4.1856,72100.0,19.0
2155,-118.37,33.88,2439.0,474.0,1219.0,497.0,5.9619,335900.0,20.0
2156,-120.79,38.43,1391.0,246.0,546.0,214.0,3.9107,129800.0,40.0
2157,-122.2,39.93,1296.0,287.0,768.0,260.0,1.9191,54400.0,9.0
2158,-122.23,37.76,1049.0,185.0,374.0,176.0,4.1458,248500.0,52.0
2159,-121.99,38.53,4598.0,834.0,2561.0,812.0,3.4186,127300.0,6.0
2160,-118.46,34.02,3599.0,776.0,1569.0,763.0,5.2571,405400.0,39.0
2161,-115.6,33.04,314.0,61.0,152.0,56.0,3.3472,91700.0,31.0
2162,-117.22,32.78,2020.0,466.0,1010.0,429.0,3.4527,175000.0,22.0
2163,-118.63,34.22,1376.0,225.0,670.0,205.0,6.5146,277600.0,18.0
2164,-124.14,40.72,2581.0,499.0,1375.0,503.0,2.8446,100500.0,18.0
2165,-116.43,33.78,4293.0,712.0,1091.0,464.0,6.1437,232100.0,17.0
2166,-117.89,33.73,728.0,134.0,837.0,135.0,4.0769,163900.0,32.0
2167,-117.7,33.53,6698.0,1254.0,2834.0,1139.0,5.9088,288500.0,5.0
2168,-122.47,37.85,1926.0,593.0,881.0,546.0,2.9145,140400.0,19.0
2169,-120.63,38.73,4577.0,836.0,1944.0,700.0,4.0675,140200.0,11.0
2170,-118.59,34.2,847.0,185.0,733.0,178.0,5.2149,201900.0,18.0
2171,-118.36,33.93,1625.0,500.0,2036.0,476.0,2.6298,156500.0,40.0
2172,-118.41,33.85,6123.0,1989.0,2853.0,1789.0,4.425,336400.0,16.0
2173,-117.19,32.77,3273.0,670.0,1305.0,671.0,4.1368,151000.0,16.0
2174,-117.78,33.86,3471.0,708.0,1769.0,691.0,4.1064,246100.0,16.0
2175,-121.86,39.74,3494.0,843.0,1571.0,784.0,1.1019,120200.0,13.0
2176,-119.04,35.31,2161.0,371.0,1267.0,388.0,4.1957,92700.0,11.0
2177,-118.26,34.02,1259.0,362.0,1499.0,327.0,1.8382,126400.0,40.0
2178,-117.25,34.49,2372.0,361.0,1017.0,322.0,5.1112,170900.0,4.0
2179,-120.04,39.27,2237.0,491.0,264.0,95.0,4.1364,154500.0,24.0
2180,-121.42,38.54,2358.0,493.0,1071.0,470.0,2.925,94300.0,29.0
2181,-118.15,34.2,1505.0,261.0,857.0,269.0,4.5,184200.0,46.0
2182,-118.08,33.88,1507.0,270.0,931.0,275.0,5.1645,244900.0,26.0
2183,-122.43,37.8,2696.0,572.0,925.0,552.0,5.0365,500000.0,52.0
2184,-115.49,32.67,1266.0,275.0,1083.0,298.0,1.4828,73100.0,24.0
2185,-120.98,38.34,3471.0,653.0,1793.0,600.0,3.5508,99100.0,27.0
2186,-116.14,34.45,8796.0,1721.0,11139.0,1680.0,2.2612,137500.0,12.0
2187,-117.11,32.73,3160.0,627.0,1628.0,612.0,3.8864,132600.0,27.0
2188,-118.47,34.0,1235.0,390.0,891.0,376.0,2.7143,287500.0,38.0
2189,-121.42,37.74,1393.0,367.0,915.0,355.0,1.1957,103100.0,19.0
2190,-122.25,37.82,2474.0,403.0,1104.0,398.0,5.883,340700.0,52.0
2191,-118.05,33.72,5416.0,1271.0,2260.0,1184.0,3.8038,174500.0,22.0
2192,-122.02,36.97,594.0,169.0,325.0,139.0,1.1552,250000.0,44.0
2193,-115.57,32.8,1192.0,213.0,1066.0,211.0,4.5714,68600.0,33.0
2194,-121.29,37.8,110.0,26.0,69.0,24.0,3.7292,475000.0,6.0
2195,-122.08,37.88,2947.0,647.0,825.0,626.0,2.933,85000.0,26.0
2196,-121.77,37.65,4290.0,554.0,1952.0,576.0,7.3588,327500.0,16.0
2197,-119.81,36.72,1414.0,268.0,902.0,243.0,1.5833,56700.0,46.0
2198,-118.35,33.97,1725.0,431.0,1130.0,404.0,3.2708,128100.0,26.0
2199,-118.2,34.19,2176.0,266.0,798.0,243.0,15.0001,500001.0,38.0
2200,-118.79,34.14,3003.0,504.0,1143.0,466.0,5.8548,500001.0,7.0
2201,-118.12,34.16,1762.0,416.0,940.0,398.0,2.8631,188600.0,30.0
2202,-118.22,33.96,1542.0,458.0,1711.0,468.0,1.9028,164200.0,36.0
2203,-121.3,37.99,2375.0,494.0,1167.0,471.0,2.6673,87500.0,38.0
2204,-121.84,36.61,2876.0,802.0,2487.0,795.0,2.2007,112800.0,21.0
2205,-117.9,34.07,1009.0,164.0,466.0,149.0,5.8519,249400.0,36.0
2206,-120.4,34.86,1633.0,348.0,504.0,327.0,2.0508,275000.0,11.0
2207,-117.95,33.8,1219.0,192.0,634.0,197.0,5.237,215700.0,32.0
2208,-118.3,33.94,2041.0,531.0,1390.0,464.0,2.0114,99300.0,36.0
2209,-121.6,37.9,14684.0,2252.0,4276.0,1722.0,6.9051,340900.0,5.0
2210,-122.41,37.59,3931.0,622.0,1717.0,621.0,6.2946,450000.0,34.0
2211,-118.45,34.05,801.0,399.0,936.0,406.0,2.1875,181300.0,28.0
2212,-118.18,33.86,2752.0,645.0,1674.0,614.0,3.6719,161300.0,43.0
2213,-121.78,40.12,388.0,108.0,35.0,17.0,6.1359,106300.0,14.0
2214,-118.21,34.04,1325.0,393.0,1557.0,352.0,2.8,148400.0,47.0
2215,-118.38,34.09,4001.0,1352.0,1799.0,1220.0,2.5784,272900.0,28.0
2216,-117.18,32.84,1351.0,237.0,823.0,269.0,4.2768,167800.0,32.0
2217,-117.3,32.85,2334.0,694.0,770.0,552.0,3.1324,500001.0,28.0
2218,-119.02,35.42,2271.0,458.0,1124.0,447.0,2.7583,64900.0,42.0
2219,-124.01,40.97,1513.0,319.0,943.0,301.0,3.538,102700.0,21.0
2220,-118.1,34.13,1745.0,237.0,693.0,248.0,9.7912,500001.0,44.0
2221,-119.81,36.77,1749.0,314.0,705.0,300.0,3.15,72200.0,49.0
2222,-122.55,38.0,3119.0,803.0,1395.0,722.0,3.9265,301100.0,18.0
2223,-117.62,34.08,1372.0,235.0,1047.0,225.0,3.1597,116300.0,30.0
2224,-121.29,37.96,888.0,324.0,630.0,258.0,1.2411,112500.0,52.0
2225,-119.09,34.24,10214.0,1589.0,3409.0,1327.0,5.3806,452100.0,17.0
2226,-117.2,32.77,156.0,45.0,77.0,40.0,3.2679,137500.0,30.0
2227,-122.27,37.45,830.0,136.0,353.0,153.0,6.3824,500001.0,41.0
2228,-117.31,34.41,3019.0,643.0,1639.0,582.0,1.5288,103400.0,14.0
2229,-118.28,33.83,5923.0,1409.0,3887.0,1322.0,3.4712,194400.0,18.0
2230,-118.27,34.05,1164.0,674.0,1685.0,541.0,1.5727,225000.0,26.0
2231,-118.17,34.09,1327.0,271.0,1069.0,284.0,3.3977,153800.0,45.0
2232,-122.54,37.74,2006.0,415.0,1230.0,435.0,4.1786,271100.0,42.0
2233,-118.28,33.77,307.0,69.0,374.0,65.0,2.9063,146900.0,47.0
2234,-118.04,33.72,7141.0,1330.0,3418.0,1268.0,4.6649,237800.0,24.0
2235,-117.39,33.92,2886.0,583.0,2327.0,577.0,2.3851,113700.0,25.0
2236,-119.01,35.37,120.0,35.0,477.0,41.0,1.9125,47500.0,35.0
2237,-122.41,37.74,1403.0,262.0,839.0,255.0,4.7031,255200.0,34.0
2238,-118.29,33.91,2475.0,532.0,1416.0,470.0,3.8372,156400.0,41.0
2239,-117.25,33.22,2167.0,443.0,1654.0,435.0,3.5,135800.0,19.0
2240,-117.65,33.46,7034.0,1139.0,2824.0,1068.0,6.0873,277300.0,19.0
2241,-121.98,37.8,3354.0,422.0,1457.0,425.0,7.6473,345800.0,17.0
2242,-118.05,33.84,4890.0,653.0,2295.0,654.0,6.983,329700.0,21.0
2243,-122.03,37.27,4460.0,553.0,1608.0,561.0,10.7958,500001.0,25.0
2244,-120.52,35.24,4413.0,804.0,2003.0,725.0,5.0267,253300.0,5.0
2245,-117.95,34.14,1943.0,440.0,1526.0,353.0,3.038,137500.0,33.0
2246,-118.16,34.69,3114.0,583.0,1974.0,545.0,3.9028,126800.0,35.0
2247,-121.48,39.1,2043.0,421.0,1018.0,390.0,2.5952,92400.0,19.0
2248,-117.53,33.94,5675.0,935.0,2834.0,865.0,4.2263,203200.0,21.0
2249,-122.29,37.91,2085.0,329.0,796.0,339.0,5.5357,273700.0,40.0
2250,-121.78,38.69,2547.0,535.0,1579.0,509.0,2.6774,95800.0,31.0
2251,-117.97,33.84,874.0,153.0,549.0,153.0,4.8667,186800.0,34.0
2252,-122.26,37.86,3774.0,744.0,1461.0,679.0,2.9405,289500.0,52.0
2253,-117.96,33.69,3123.0,441.0,1319.0,432.0,6.091,290400.0,20.0
2254,-118.39,34.19,904.0,191.0,627.0,191.0,2.4167,192900.0,36.0
2255,-122.48,37.51,1564.0,278.0,761.0,270.0,4.7578,318500.0,22.0
2256,-118.6,34.21,2581.0,857.0,2004.0,784.0,2.6159,182300.0,19.0
2257,-122.35,40.56,3900.0,863.0,2145.0,864.0,1.9881,85200.0,12.0
2258,-118.24,34.03,142.0,47.0,137.0,45.0,1.8333,312500.0,52.0
2259,-117.61,34.08,3550.0,736.0,2229.0,681.0,3.0199,128800.0,20.0
2260,-121.03,37.67,2162.0,459.0,1468.0,441.0,3.1857,98300.0,24.0
2261,-119.69,36.81,2892.0,496.0,1634.0,501.0,4.4934,88000.0,15.0
2262,-118.27,34.06,513.0,338.0,1204.0,321.0,1.4904,275000.0,26.0
2263,-118.26,34.07,929.0,238.0,763.0,214.0,2.5227,187500.0,30.0
2264,-120.91,38.98,7689.0,1415.0,3264.0,1198.0,3.653,146800.0,13.0
2265,-117.14,32.71,719.0,251.0,894.0,208.0,1.8456,103100.0,32.0
2266,-117.2,32.82,2772.0,537.0,1392.0,521.0,3.337,172300.0,35.0
2267,-123.8,39.44,1533.0,336.0,754.0,340.0,1.9213,95000.0,52.0
2268,-122.33,37.98,1967.0,348.0,1144.0,364.0,4.4135,150100.0,32.0
2269,-117.37,33.97,1156.0,241.0,877.0,200.0,1.4514,79900.0,38.0
2270,-122.04,37.3,1714.0,270.0,778.0,262.0,6.075,417000.0,26.0
2271,-118.21,33.98,1705.0,562.0,2212.0,539.0,2.325,161500.0,35.0
2272,-117.32,34.11,1462.0,337.0,1208.0,324.0,2.2604,68100.0,38.0
2273,-118.12,34.08,1782.0,374.0,1010.0,367.0,3.1583,268200.0,49.0
2274,-121.56,39.69,2836.0,522.0,1163.0,512.0,3.13,168300.0,8.0
2275,-117.94,33.8,2914.0,489.0,1500.0,499.0,4.9429,254800.0,28.0
2276,-117.98,33.85,2089.0,377.0,1085.0,362.0,4.765,181500.0,23.0
2277,-122.85,38.77,2856.0,513.0,1027.0,405.0,4.6953,241700.0,18.0
2278,-116.24,33.76,1961.0,595.0,966.0,275.0,3.8125,96700.0,9.0
2279,-122.32,37.96,1728.0,403.0,934.0,412.0,3.375,133700.0,25.0
2280,-118.95,35.41,3999.0,727.0,1889.0,688.0,3.875,99500.0,21.0
2281,-122.42,37.67,2274.0,429.0,1255.0,397.0,5.1205,226300.0,42.0
2282,-118.25,33.98,1553.0,461.0,2271.0,437.0,1.7378,121900.0,39.0
2283,-118.4,34.22,2557.0,540.0,1556.0,491.0,3.6591,183800.0,36.0
2284,-120.56,38.39,1326.0,307.0,563.0,237.0,2.6667,86600.0,20.0
2285,-121.63,39.1,3585.0,548.0,1757.0,577.0,4.174,100100.0,22.0
2286,-122.2,37.47,1927.0,332.0,846.0,362.0,4.2083,278200.0,44.0
2287,-122.11,37.11,1993.0,404.0,850.0,327.0,5.208,206800.0,46.0
2288,-118.25,33.84,1731.0,420.0,1032.0,364.0,3.8125,208100.0,19.0
2289,-118.35,34.18,2711.0,491.0,1277.0,490.0,4.282,224700.0,46.0
2290,-118.14,33.86,1436.0,257.0,745.0,233.0,4.625,213400.0,44.0
2291,-122.26,38.28,2831.0,502.0,1462.0,503.0,4.5,158300.0,24.0
2292,-120.24,37.96,1747.0,395.0,935.0,362.0,1.625,79400.0,34.0
2293,-121.59,39.74,1646.0,330.0,750.0,344.0,2.3798,83800.0,17.0
2294,-122.72,40.17,396.0,78.0,188.0,72.0,1.3889,87500.0,16.0
2295,-118.48,34.31,1091.0,256.0,892.0,238.0,3.0,172400.0,31.0
2296,-121.1,38.94,410.0,117.0,706.0,112.0,1.0179,125000.0,42.0
2297,-118.1,33.97,2426.0,529.0,2010.0,514.0,2.9922,163500.0,35.0
2298,-120.97,37.67,1499.0,250.0,1292.0,271.0,4.3851,117300.0,16.0
2299,-121.91,36.97,4920.0,1092.0,1807.0,922.0,3.5112,231900.0,19.0
2300,-121.47,37.58,1594.0,292.0,887.0,287.0,4.6625,294000.0,14.0
2301,-121.93,37.72,3816.0,637.0,1935.0,642.0,4.4697,221300.0,26.0
2302,-117.83,33.79,1454.0,236.0,724.0,262.0,4.8542,218100.0,29.0
2303,-117.89,33.73,1308.0,375.0,2175.0,347.0,3.0824,177400.0,33.0
2304,-117.84,34.0,797.0,117.0,383.0,114.0,6.8758,253800.0,26.0
2305,-116.86,34.24,5411.0,1042.0,441.0,185.0,3.1324,132000.0,19.0
2306,-121.28,38.74,4384.0,778.0,1775.0,789.0,4.05,134700.0,33.0
2307,-119.63,36.64,1036.0,181.0,620.0,174.0,3.4107,110400.0,33.0
2308,-121.06,38.25,651.0,102.0,301.0,104.0,3.6528,200000.0,13.0
2309,-122.01,37.4,1297.0,297.0,441.0,282.0,3.1439,47500.0,24.0
2310,-117.22,33.31,2924.0,433.0,1193.0,394.0,6.2475,331300.0,12.0
2311,-116.31,33.73,12467.0,2508.0,4086.0,1761.0,3.2846,131900.0,19.0
2312,-121.29,38.02,2006.0,426.0,1849.0,396.0,2.5437,99000.0,12.0
2313,-121.0,37.64,530.0,177.0,325.0,158.0,1.1875,90600.0,52.0
2314,-121.08,39.21,3033.0,590.0,1319.0,583.0,2.4811,111800.0,17.0
2315,-121.88,37.99,3787.0,515.0,1606.0,507.0,5.5676,174200.0,16.0
2316,-117.18,32.74,1165.0,269.0,459.0,244.0,3.175,191700.0,20.0
2317,-117.2,32.85,3501.0,631.0,1297.0,581.0,4.7891,295300.0,22.0
2318,-117.16,33.92,3236.0,502.0,1610.0,502.0,4.7568,143500.0,12.0
2319,-118.35,34.05,1856.0,493.0,1374.0,469.0,2.0984,158000.0,44.0
2320,-119.05,36.06,2344.0,407.0,1184.0,406.0,3.1625,70600.0,23.0
2321,-121.15,38.69,240.0,44.0,6675.0,29.0,6.1359,225000.0,52.0
2322,-123.16,39.13,1320.0,303.0,1048.0,303.0,1.7813,94700.0,33.0
2323,-121.36,38.59,3303.0,480.0,1185.0,436.0,5.0508,225700.0,32.0
2324,-118.28,33.73,2085.0,588.0,1767.0,516.0,2.1935,243200.0,52.0
2325,-118.36,33.89,2837.0,684.0,2141.0,648.0,3.1325,215000.0,27.0
2326,-121.24,38.63,11021.0,1565.0,3857.0,1494.0,7.2582,273200.0,4.0
2327,-117.69,33.55,1618.0,266.0,710.0,246.0,6.0743,274300.0,3.0
2328,-118.46,34.27,1865.0,463.0,1182.0,440.0,2.6193,172300.0,28.0
2329,-122.28,37.86,3007.0,691.0,1582.0,636.0,2.5652,157700.0,52.0
2330,-118.28,33.94,1381.0,375.0,1268.0,354.0,1.1051,94200.0,32.0
2331,-122.18,37.73,909.0,215.0,646.0,198.0,2.9063,80000.0,42.0
2332,-122.87,38.39,1138.0,205.0,541.0,180.0,4.5147,271400.0,34.0
2333,-119.75,34.44,1080.0,298.0,524.0,251.0,1.8432,327300.0,28.0
2334,-117.21,32.85,2593.0,521.0,901.0,456.0,4.2065,277800.0,15.0
2335,-118.2,33.82,2807.0,768.0,2217.0,744.0,2.4286,204800.0,34.0
2336,-121.88,37.32,1331.0,374.0,1276.0,389.0,2.7546,172500.0,40.0
2337,-118.46,34.14,5264.0,771.0,1738.0,753.0,8.8115,500001.0,34.0
2338,-118.29,34.09,2198.0,998.0,3441.0,912.0,2.0467,158300.0,35.0
2339,-117.88,34.11,3082.0,602.0,2008.0,619.0,4.1411,182700.0,30.0
2340,-117.68,33.65,10395.0,1915.0,4783.0,1811.0,5.928,239900.0,6.0
2341,-120.35,39.34,1986.0,474.0,337.0,100.0,4.0278,95800.0,29.0
2342,-118.02,33.82,2485.0,437.0,1286.0,431.0,4.7466,258300.0,19.0
2343,-118.35,33.92,2728.0,845.0,2023.0,773.0,2.75,239700.0,24.0
2344,-122.34,37.97,2237.0,580.0,1438.0,551.0,2.3382,120700.0,19.0
2345,-118.33,34.02,1528.0,391.0,933.0,366.0,2.1979,125700.0,46.0
2346,-118.4,33.9,2458.0,400.0,920.0,375.0,7.8924,500001.0,37.0
2347,-117.97,33.73,3698.0,574.0,2046.0,614.0,6.2984,269800.0,18.0
2348,-121.32,38.57,3369.0,499.0,1733.0,470.0,5.31,127500.0,15.0
2349,-117.94,33.88,1747.0,312.0,770.0,296.0,5.4217,256000.0,46.0
2350,-118.54,34.15,10111.0,1295.0,3599.0,1257.0,10.2292,500001.0,26.0
2351,-117.86,33.83,2377.0,403.0,1101.0,408.0,5.3439,227100.0,23.0
2352,-119.95,36.8,1233.0,214.0,620.0,199.0,3.4297,112500.0,30.0
2353,-121.42,36.86,440.0,106.0,389.0,94.0,2.6818,225000.0,41.0
2354,-117.09,32.69,1469.0,267.0,1031.0,267.0,3.4583,112700.0,34.0
2355,-119.2,34.15,2076.0,681.0,1904.0,647.0,1.4773,160800.0,27.0
2356,-117.17,32.76,3149.0,639.0,1160.0,661.0,2.7266,354200.0,45.0
2357,-117.9,33.91,1376.0,257.0,687.0,221.0,3.5403,195400.0,36.0
2358,-122.03,37.33,4221.0,671.0,1782.0,641.0,7.4863,412300.0,23.0
2359,-118.18,33.9,2536.0,603.0,2625.0,576.0,3.0909,150900.0,31.0
2360,-119.05,35.32,7035.0,1455.0,3525.0,1387.0,3.4827,93600.0,11.0
2361,-119.67,34.47,2700.0,422.0,1995.0,383.0,4.9757,500001.0,35.0
2362,-118.35,34.17,2572.0,613.0,1280.0,570.0,3.5583,232000.0,44.0
2363,-118.3,33.87,1398.0,261.0,823.0,263.0,5.0641,234900.0,31.0
2364,-118.25,34.16,2477.0,385.0,993.0,371.0,4.9135,368100.0,52.0
2365,-117.91,33.82,1444.0,326.0,1038.0,271.0,2.3843,182900.0,29.0
2366,-118.36,33.98,1113.0,234.0,584.0,231.0,3.0927,316000.0,40.0
2367,-121.29,37.99,965.0,198.0,498.0,195.0,1.6944,75200.0,45.0
2368,-122.74,38.46,2268.0,594.0,1311.0,585.0,2.6607,91500.0,9.0
2369,-118.29,33.93,3894.0,1017.0,3590.0,962.0,2.0437,137200.0,31.0
2370,-122.05,37.31,4601.0,696.0,2003.0,666.0,8.0727,455500.0,25.0
2371,-117.08,32.57,2203.0,544.0,1943.0,497.0,2.25,103200.0,18.0
2372,-122.04,37.97,974.0,316.0,631.0,286.0,2.3152,140600.0,10.0
2373,-120.31,37.11,1696.0,301.0,985.0,278.0,2.4054,112500.0,38.0
2374,-117.27,34.1,3904.0,1042.0,3688.0,896.0,1.8022,78000.0,9.0
2375,-118.26,33.95,1481.0,329.0,999.0,315.0,1.5147,94600.0,44.0
2376,-118.11,34.16,1353.0,274.0,852.0,306.0,3.4583,239900.0,52.0
2377,-118.34,33.99,397.0,132.0,250.0,121.0,1.675,166700.0,34.0
2378,-117.89,33.6,1639.0,352.0,498.0,278.0,5.6336,500001.0,40.0
2379,-119.72,34.42,1759.0,387.0,980.0,402.0,4.0125,261000.0,52.0
2380,-118.44,34.18,2077.0,496.0,1206.0,528.0,2.2326,221000.0,36.0
2381,-122.08,37.97,2643.0,439.0,1105.0,467.0,6.6579,245200.0,9.0
2382,-122.45,37.76,2518.0,507.0,979.0,516.0,4.6912,500001.0,50.0
2383,-118.22,33.94,928.0,249.0,1108.0,236.0,3.4323,144600.0,41.0
2384,-118.33,34.07,1482.0,171.0,531.0,161.0,15.0001,500001.0,52.0
2385,-117.66,34.05,2644.0,525.0,2021.0,511.0,3.6467,147500.0,14.0
2386,-120.94,35.42,3418.0,686.0,970.0,453.0,3.7738,279400.0,18.0
2387,-117.3,34.05,2155.0,544.0,1039.0,391.0,1.6675,95800.0,6.0
2388,-117.92,33.64,949.0,287.0,497.0,244.0,2.75,225000.0,5.0
2389,-118.19,33.99,2073.0,614.0,2544.0,598.0,2.9054,156300.0,37.0
2390,-122.08,37.94,2185.0,357.0,943.0,366.0,4.725,232100.0,44.0
2391,-117.72,34.09,4979.0,934.0,2575.0,874.0,3.7958,152500.0,33.0
2392,-118.19,34.08,1554.0,381.0,1487.0,374.0,1.9038,139500.0,35.0
2393,-122.24,38.11,1743.0,388.0,889.0,341.0,2.3241,99200.0,42.0
2394,-121.81,37.23,2319.0,324.0,1076.0,338.0,6.4664,278300.0,17.0
2395,-118.34,34.18,3046.0,633.0,1448.0,599.0,3.24,226900.0,45.0
2396,-120.57,38.2,4110.0,847.0,1796.0,706.0,2.6417,122300.0,13.0
2397,-120.45,34.64,2330.0,422.0,1255.0,449.0,3.8512,134600.0,30.0
2398,-118.25,33.95,764.0,200.0,801.0,220.0,1.1384,100000.0,25.0
2399,-117.95,33.9,3057.0,479.0,1679.0,498.0,6.8429,372600.0,15.0
2400,-117.2,33.12,4372.0,736.0,1473.0,675.0,5.1194,247800.0,18.0
2401,-117.3,34.53,1643.0,489.0,1196.0,406.0,1.2275,64100.0,38.0
2402,-121.87,37.27,3561.0,560.0,1753.0,553.0,5.0292,269400.0,18.0
2403,-118.28,34.03,2118.0,796.0,2195.0,658.0,1.7976,164600.0,40.0
2404,-119.77,36.44,1727.0,289.0,802.0,259.0,3.2083,75000.0,26.0
2405,-122.38,40.09,2077.0,388.0,1155.0,389.0,3.1361,84800.0,16.0
2406,-118.9,34.18,2627.0,328.0,1121.0,328.0,7.0504,333800.0,14.0
2407,-121.01,37.25,2216.0,458.0,1135.0,424.0,2.7316,97500.0,16.0
2408,-116.98,32.72,4209.0,680.0,1914.0,641.0,4.5135,158300.0,15.0
2409,-119.98,38.92,1408.0,312.0,522.0,221.0,2.0708,89600.0,28.0
2410,-121.93,37.72,2806.0,459.0,1453.0,444.0,4.9107,213800.0,26.0
2411,-117.64,34.09,2839.0,659.0,1822.0,631.0,3.05,121300.0,34.0
2412,-119.85,37.39,2744.0,555.0,1153.0,474.0,2.753,111100.0,14.0
2413,-118.2,33.98,1091.0,320.0,1418.0,316.0,2.1522,159400.0,43.0
2414,-120.83,37.07,3736.0,761.0,1942.0,730.0,2.5598,120200.0,16.0
2415,-117.07,32.58,1607.0,280.0,899.0,260.0,3.8194,134400.0,25.0
2416,-119.05,35.34,3580.0,984.0,1933.0,912.0,2.6637,175000.0,14.0
2417,-117.57,34.15,12806.0,2219.0,4249.0,1499.0,5.485,343100.0,3.0
2418,-121.37,38.67,1786.0,338.0,974.0,319.0,2.555,72700.0,36.0
2419,-122.18,37.7,2639.0,533.0,1209.0,519.0,4.0268,205500.0,36.0
2420,-116.94,32.81,2517.0,632.0,1686.0,613.0,2.136,143500.0,8.0
2421,-121.21,39.24,4194.0,673.0,1355.0,566.0,4.3702,226100.0,7.0
2422,-122.06,37.71,3541.0,570.0,1478.0,529.0,4.635,248600.0,36.0
2423,-118.44,34.19,2891.0,951.0,2166.0,768.0,2.891,178100.0,11.0
2424,-122.36,37.72,479.0,125.0,355.0,108.0,2.7083,180400.0,10.0
2425,-121.32,38.62,2430.0,448.0,1087.0,394.0,3.0864,177900.0,29.0
2426,-118.27,33.94,1309.0,344.0,1182.0,340.0,1.6625,88700.0,43.0
2427,-122.04,37.97,1323.0,245.0,705.0,261.0,3.1968,151000.0,39.0
2428,-118.21,33.96,2050.0,529.0,1959.0,485.0,2.1389,168900.0,39.0
2429,-117.2,33.58,30450.0,5033.0,9419.0,3197.0,4.5936,174300.0,2.0
2430,-120.5,37.37,8606.0,1678.0,5303.0,1644.0,2.4012,79700.0,18.0
2431,-118.17,33.98,627.0,177.0,834.0,175.0,2.9844,163600.0,36.0
2432,-117.88,33.83,3522.0,543.0,1706.0,524.0,6.4685,241200.0,22.0
2433,-118.29,33.99,2198.0,530.0,2067.0,497.0,2.0542,103400.0,46.0
2434,-117.42,34.1,3977.0,809.0,2231.0,742.0,4.1399,115400.0,18.0
2435,-116.96,32.71,2413.0,533.0,1129.0,551.0,2.4567,155000.0,18.0
2436,-118.36,34.07,2046.0,451.0,944.0,435.0,3.4265,456900.0,52.0
2437,-122.26,38.33,2048.0,316.0,780.0,267.0,5.815,339200.0,34.0
2438,-120.51,37.29,4927.0,1042.0,4205.0,1009.0,1.7679,79800.0,20.0
2439,-117.94,33.62,1188.0,264.0,569.0,249.0,3.6607,500001.0,25.0
2440,-118.27,33.94,1041.0,275.0,877.0,270.0,1.5268,91600.0,30.0
2441,-117.93,34.09,1185.0,225.0,769.0,235.0,4.4625,154200.0,37.0
2442,-118.22,33.92,1195.0,256.0,1251.0,262.0,3.4539,125000.0,43.0
2443,-121.84,37.32,1866.0,364.0,1835.0,412.0,5.3363,212800.0,16.0
2444,-122.03,37.83,5948.0,738.0,1997.0,710.0,9.8708,500001.0,24.0
2445,-122.46,38.29,2423.0,560.0,1098.0,503.0,2.364,173300.0,21.0
2446,-118.32,34.01,1842.0,377.0,817.0,341.0,3.1548,157700.0,50.0
2447,-118.02,33.95,2085.0,400.0,1112.0,391.0,3.4886,173900.0,35.0
2448,-118.31,34.19,3801.0,1116.0,1986.0,1078.0,2.0875,222700.0,13.0
2449,-117.8,34.1,2996.0,495.0,1187.0,464.0,6.2456,161700.0,13.0
2450,-118.46,34.26,1358.0,247.0,738.0,235.0,5.0947,210300.0,33.0
2451,-121.94,37.34,2151.0,473.0,1092.0,469.0,3.7321,250000.0,41.0
2452,-117.64,33.87,17470.0,2727.0,5964.0,1985.0,6.2308,257900.0,2.0
2453,-117.9,34.11,4776.0,1316.0,4797.0,1187.0,2.1667,142600.0,23.0
2454,-118.34,34.11,937.0,348.0,527.0,333.0,4.3571,468800.0,51.0
2455,-122.31,37.56,1685.0,321.0,815.0,314.0,4.2955,309700.0,45.0
2456,-118.36,34.21,337.0,65.0,198.0,50.0,1.8929,152900.0,41.0
2457,-122.45,37.71,2253.0,431.0,1382.0,392.0,4.2562,221600.0,45.0
2458,-118.68,34.13,11251.0,1594.0,3029.0,1227.0,6.7273,500001.0,9.0
2459,-119.64,36.85,2397.0,353.0,1258.0,347.0,4.9904,157300.0,15.0
